"dpt_cdc","prov_cdc","n","pob","y1","ylog","x1","sd","id","y__cascade","y_se__cascade","y_ranef__cascade"
"ANCASH","SANTA",4,468829,8.53189542455778e-06,-11.6600464449384,86,340.366583132471,"1142",-11.6600464449384,340.366583132471,"1142"
"ANCASH","SANTA",2,468829,4.26594771227889e-06,-12.3416752760239,87,478.586820752001,"1143",-12.3416752760239,478.586820752001,"1143"
"ANCASH","SANTA",3,468829,6.39892156841834e-06,-11.9438743073787,88,392.264812454069,"1144",-11.9438743073787,392.264812454069,"1144"
"ANCASH","SIHUAS",0,29510,0,-16.1180956509583,0,3162.27766016838,"1145",-16.1180956509583,3162.27766016838,"1145"
"ANCASH","SIHUAS",0,29510,0,-16.1180956509583,1,3162.27766016838,"1146",-16.1180956509583,3162.27766016838,"1146"
"ANCASH","SIHUAS",0,29510,0,-16.1180956509583,2,3162.27766016838,"1147",-16.1180956509583,3162.27766016838,"1147"
"ANCASH","SIHUAS",0,29510,0,-16.1180956509583,3,3162.27766016838,"1148",-16.1180956509583,3162.27766016838,"1148"
"ANCASH","SIHUAS",0,29510,0,-16.1180956509583,4,3162.27766016838,"1149",-16.1180956509583,3162.27766016838,"1149"
"ANCASH","SIHUAS",1,29510,3.38868180277872e-05,-10.2895378135902,17,171.531840247758,"1150",-10.2895378135902,171.531840247758,"1150"
"ANCASH","SIHUAS",1,29510,3.38868180277872e-05,-10.2895378135902,25,171.531840247758,"1151",-10.2895378135902,171.531840247758,"1151"
"ANCASH","SIHUAS",1,29510,3.38868180277872e-05,-10.2895378135902,27,171.531840247758,"1152",-10.2895378135902,171.531840247758,"1152"
"ANCASH","SIHUAS",2,29510,6.77736360555744e-05,-9.59786287485758,29,121.380645381734,"1153",-9.59786287485758,121.380645381734,"1153"
"ANCASH","SIHUAS",2,29510,6.77736360555744e-05,-9.59786287485758,32,121.380645381734,"1154",-9.59786287485758,121.380645381734,"1154"
"ANCASH","SIHUAS",1,29510,3.38868180277872e-05,-10.2895378135902,34,171.531840247758,"1155",-10.2895378135902,171.531840247758,"1155"
"ANCASH","SIHUAS",1,29510,3.38868180277872e-05,-10.2895378135902,37,171.531840247758,"1156",-10.2895378135902,171.531840247758,"1156"
"ANCASH","SIHUAS",1,29510,3.38868180277872e-05,-10.2895378135902,38,171.531840247758,"1157",-10.2895378135902,171.531840247758,"1157"
"ANCASH","SIHUAS",1,29510,3.38868180277872e-05,-10.2895378135902,39,171.531840247758,"1158",-10.2895378135902,171.531840247758,"1158"
"ANCASH","SIHUAS",1,29510,3.38868180277872e-05,-10.2895378135902,40,171.531840247758,"1159",-10.2895378135902,171.531840247758,"1159"
"ANCASH","SIHUAS",1,29510,3.38868180277872e-05,-10.2895378135902,50,171.531840247758,"1160",-10.2895378135902,171.531840247758,"1160"
"ANCASH","SIHUAS",2,29510,6.77736360555744e-05,-9.59786287485758,51,121.380645381734,"1161",-9.59786287485758,121.380645381734,"1161"
"ANCASH","SIHUAS",1,29510,3.38868180277872e-05,-10.2895378135902,52,171.531840247758,"1162",-10.2895378135902,171.531840247758,"1162"
"ANCASH","SIHUAS",1,29510,3.38868180277872e-05,-10.2895378135902,53,171.531840247758,"1163",-10.2895378135902,171.531840247758,"1163"
